floor,total_floor,gym,lift,property_age,property_size,swimming_pool,rent,deposit,type,furnishing,lease_type,locality,parking,building_type,property_id,count
0,1.0,0,0,22,550,0,8500,60000,1,1,3,1803,3,1,ff8081815a473e4e015a4abfb3e4662d,3.0
2,15.0,1,1,0,1854,0,26000,300000,2,2,0,2288,0,0,ff8081815a473e4e015a4ac07b9b67c8,3.0
2,2.0,0,0,5,800,0,13000,100000,1,2,3,766,3,1,ff8081815a473e4e015a4ac1770469c9,3.0
2,15.0,1,1,0,1854,1,25000,300000,2,2,0,2288,0,0,ff8081815a473e4e015a4ac31df56c1b,3.0
0,2.0,0,0,10,1000,0,20000,150000,1,2,3,789,0,1,ff8081815a473e4e015a4ac4599f6db9,3.0
1,2.0,0,0,0,800,0,9000,90000,1,2,3,187,3,1,ff8081815a473e4e015a4ac4cfa46dfc,3.0
4,14.0,1,1,1,1021,1,20000,120000,1,2,3,903,0,0,ff8081815a473e4e015a4ac671ca6fc2,3.0
2,3.0,0,0,10,300,0,8000,80000,5,2,0,789,0,1,ff8081815a473e4e015a4ac95ca772ca,3.0
2,3.0,1,1,4,1185,1,16000,100000,1,2,0,202,0,0,ff8081815a473e4e015a4acb6631741e,3.0
0,3.0,0,0,15,800,0,15000,150000,1,2,3,766,3,1,ff8081815a473e4e015a4acc20ec74e2,3.0
0,1.0,0,0,5,1500,0,18000,180000,1,2,3,1778,0,1,ff8081815a473e4e015a4acd773c7605,3.0
3,3.0,0,0,0,800,0,12000,120000,1,1,3,1785,3,1,ff8081815a473e4e015a4ad0f9587b27,3.0
0,2.0,0,0,6,650,0,8500,50000,0,2,0,1348,3,1,ff8081815a473e4e015a4ad30ca87d73,3.0
0,1.0,0,0,25,400,0,7000,1,0,2,1,1771,3,1,ff8081815a473e4e015a4ad32bc57d9d,3.0
0,1.0,0,0,20,1800,0,30000,300000,2,2,3,535,0,2,ff8081815a473e4e015a4ad6c6270216,3.0
0,2.0,0,0,20,990,0,14000,140000,1,2,0,1771,3,1,ff8081815a473e4e015a4ad8c95404d7,3.0
2,2.0,0,0,0,1100,0,19000,100000,1,2,3,1440,0,1,ff8081815a473e4e015a4ad95363053b,3.0
0,1.0,0,0,8,1800,0,20000,250000,3,2,3,513,0,1,ff8081815a473e4e015a4ad972be0543,3.0
1,3.0,0,0,25,2000,0,20000,100000,2,2,3,789,0,1,ff8081815a473e4e015a4adab7020678,3.0
8,14.0,0,1,0,1560,0,25000,150000,2,2,3,843,0,0,ff8081815a473e4e015a4adf4ff00a98,3.0
1,2.0,0,0,0,500,0,5500,50000,0,2,3,468,3,1,ff8081815a473e4e015a4ae2e3c20ded,3.0
2,5.0,1,1,1,1350,1,21000,160000,1,2,0,1701,0,0,ff8081815a473e4e015a4ae371e30e97,3.0
1,1.0,0,0,8,800,0,14000,150000,1,2,0,1771,3,1,ff8081815a473e4e015a4ae375d90e9a,3.0
1,4.0,0,0,3,1100,0,18000,70000,1,2,0,2288,0,1,ff8081815a473e4e015a4ae388d30eae,3.0
0,2.0,0,0,0,400,0,8000,50000,0,2,0,6,3,1,ff8081815a473e4e015a4ae567291144,3.0
4,4.0,0,1,3,1250,0,14000,140000,1,2,0,1020,1,0,ff8081815a473e4e015a4ae9f19815bb,3.0
0,2.0,0,0,10,600,0,9500,95000,0,2,0,1348,0,1,ff8081815a473e4e015a4aebb6981726,3.0
1,2.0,0,0,10,500,0,10500,105000,1,2,3,1771,3,1,ff8081815a473e4e015a4aee9c3419b3,3.0
1,2.0,0,0,2,800,0,11000,110000,1,2,0,1778,0,1,ff8081815a473e4e015a4af1ae801cfc,3.0
2,3.0,0,1,3,1000,0,12000,100000,1,2,0,1695,0,0,ff8081815a473e4e015a4af3fbd01ff0,3.0
1,3.0,0,0,1,500,0,5000,50000,0,2,3,1451,0,0,ff8081815a473e4e015a4afa66642754,3.0
1,2.0,1,1,1,1280,1,17000,150000,1,2,3,963,0,0,ff8081815a473e4e015a4afcb08a29fe,3.0
2,2.0,0,0,0,150,0,3900,30000,5,1,1,336,3,1,ff8081815a473e4e015a4afe93cf2b6c,3.0
2,3.0,0,0,3,1200,0,12500,75000,1,2,0,323,3,1,ff8081815a473e4e015a4aff9b182bf3,3.0
0,1.0,0,0,0,1000,0,15000,100000,1,2,3,1612,0,1,ff8081815a473e4e015a4affa49a2bfe,3.0
2,2.0,0,0,10,500,0,7500,50000,0,2,3,279,3,1,ff8081815a473e4e015a4b03f53730b9,3.0
3,4.0,0,0,9,1224,0,17000,170000,1,1,3,1987,0,0,ff8081815a473e4e015a4b08a7e634ed,3.0
2,4.0,1,1,3,1100,1,21000,210000,1,2,3,2288,0,0,ff8081815a473e4e015a4b0dfb553a70,3.0
0,0.0,0,0,10,1000,0,13000,80000,1,2,3,1148,0,2,ff8081815a473e4e015a4b0e48f53af7,3.0
2,3.0,0,0,7,1200,0,14000,154000,2,2,0,1785,0,1,ff8081815a473e4e015a4b0fc9563d0e,3.0
1,2.0,0,0,0,550,0,9500,50000,1,2,3,470,0,1,ff8081815a473e4e015a4b1615f143b1,3.0
3,12.0,1,1,3,635,1,12000,50000,0,2,0,667,0,0,ff8081815a473e4e015a4b1a36b04bb8,3.0
0,2.0,0,0,0,700,0,10000,150000,1,2,3,408,3,1,ff8081815a473e4e015a4b1b6a1f4ce6,3.0
1,2.0,0,0,1,700,0,10000,100000,1,2,3,1764,3,1,ff8081815a473e4e015a4b1b93794d4b,3.0
2,3.0,0,0,4,900,0,12000,75000,1,2,3,470,3,1,ff8081815a473e4e015a4b1cf1094e84,3.0
0,2.0,0,0,4,800,0,12000,80000,1,2,3,1154,3,1,ff8081815a473e4e015a4b1f42b15019,3.0
1,1.0,0,0,5,800,0,12500,125000,1,2,0,939,3,0,ff8081815a473e4e015a4b22b39853c5,3.0
2,4.0,0,1,8,1150,0,21000,100000,1,1,0,1695,0,0,ff8081815a473e4e015a4b24b5b5554d,3.0
2,4.0,0,0,0,1500,0,6625,25000,2,1,0,1563,0,0,ff8081815a473e4e015a4b2861625a30,3.0
1,3.0,0,0,2,600,0,6500,90000,0,2,0,2080,3,1,ff8081815a473e4e015a4b2a16495bab,3.0
0,4.0,0,1,0,1000,0,18000,180000,1,1,3,877,0,0,ff8081815a473e4e015a4b2cb0215cc5,3.0
3,4.0,0,1,8,1050,0,9500,80000,2,2,3,1124,0,0,ff8081815a473e4e015a4b2e28e55db8,3.0
1,2.0,0,0,0,1200,0,20000,250000,2,2,3,2241,0,1,ff8081815a473e4e015a4b2ec77d5fdf,3.0
0,3.0,0,0,7,1000,0,12000,132000,1,2,0,1785,0,0,ff8081815a473e4e015a4b38917968ea,3.0
1,2.0,0,0,0,600,0,7500,65000,0,2,0,1348,3,1,ff8081815a473e4e015a4b3d7a5a6cd7,3.0
2,4.0,0,0,0,700,0,14000,100000,1,2,3,424,3,1,ff8081815a473e4e015a4b3fc0516eae,3.0
3,19.0,0,1,2,1412,0,17500,175000,2,2,0,86,0,0,ff8081815a473e4e015a4b410074703d,3.0
2,3.0,0,0,4,1000,0,14500,50000,1,2,0,497,3,1,ff8081815a473e4e015a4b41f4fd70f9,3.0
4,4.0,0,0,0,375,0,8500,50000,0,2,3,424,3,1,ff8081815a473e4e015a4b41fdd97100,3.0
1,2.0,0,0,8,1200,0,20000,200000,2,2,3,325,3,1,ff8081815a473e4e015a4b43357f7194,3.0
1,2.0,0,0,3,660,0,13000,70000,1,2,3,789,3,1,ff8081815a473e4e015a4b4404aa7288,3.0
1,3.0,1,1,2,1500,1,22000,100000,2,2,3,1139,0,0,ff8081815a473e4e015a4b452bd87378,3.0
3,4.0,0,0,2,500,0,10500,30000,0,2,0,650,3,1,ff8081815a473fa9015a474ea9390f9a,3.0
7,13.0,1,1,5,1800,0,22000,200000,3,2,3,1717,1,0,ff8081815a473fa9015a475ce39324a8,3.0
2,5.0,0,0,3,1200,0,25000,200000,1,2,3,1516,0,0,ff8081815a473fa9015a477512513d5e,3.0
4,14.0,1,1,1,2062,1,20000,180000,3,2,0,1133,0,0,ff8081815a473fa9015a478af67b510d,3.0
1,2.0,0,0,10,1100,0,20000,100000,2,1,3,74,2,1,ff8081815a473fa9015a47904e00572f,3.0
1,2.0,0,0,5,350,0,5200,45000,0,2,0,279,2,1,ff8081815a473fa9015a47993dbd6120,3.0
3,4.0,0,0,1,1000,0,30000,300000,1,2,3,1935,0,0,ff8081815a473fa9015a481d68d25d3b,3.0
1,5.0,0,1,6,1200,0,14000,100000,1,2,3,1148,0,0,ff8081815a473fa9015a483bb6cc731a,3.0
1,3.0,0,0,1,1100,0,16999,80000,1,2,3,1494,0,1,ff8081815a473fa9015a499805872359,3.0
3,4.0,1,1,10,1616,0,25000,250000,2,2,3,317,0,0,ff8081815a473fa9015a49ac26ab24ac,3.0
1,4.0,0,0,2,1478,0,18000,10000,2,2,0,877,0,0,ff8081815a473fa9015a49c2ce5527a4,3.0
0,0.0,0,0,5,2000,0,30000,300000,3,2,3,1157,0,2,ff8081815a473fa9015a4a068bcc3bec,3.0
0,4.0,0,0,0,770,0,12000,80000,1,2,0,653,0,0,ff8081815a473fa9015a4a0c56053ed3,3.0
1,4.0,0,1,3,1150,0,16000,80000,1,2,0,668,0,0,ff8081815a473fa9015a4a74b75f00ff,3.0
6,7.0,0,1,7,1600,0,12000,50000,2,2,0,470,0,0,ff8081815a473fa9015a4a8c3682156c,3.0
0,2.0,0,0,14,700,0,12000,120000,1,1,3,2312,3,1,ff8081815a473fa9015a4a8dcc211727,3.0
4,11.0,0,0,5,1385,0,25000,200000,1,2,3,2241,0,0,ff8081815a473fa9015a4a99ae992345,3.0
1,6.0,0,1,5,1200,0,23000,150000,1,2,3,360,0,0,ff8081815a473fa9015a4aa823fe2e5a,3.0
4,23.0,1,1,1,1600,1,36000,150000,2,2,3,424,0,0,ff8081815a473fa9015a4abb79d93c7b,3.0
4,4.0,0,0,0,1100,1,13000,130000,1,1,0,199,0,0,ff8081815a473fa9015a4ad0578a4977,3.0
1,3.0,0,0,8,1150,0,14000,100000,1,2,0,1778,0,0,ff8081815a473fa9015a4ad14dbe4a54,3.0
3,4.0,0,0,0,900,0,14000,100000,1,2,3,74,3,0,ff8081815a473fa9015a4ae345595829,3.0
7,10.0,0,0,0,950,0,12000,80000,1,2,0,1081,0,0,ff8081815a473fa9015a4af988076e99,3.0
3,14.0,1,1,0,1358,1,15000,100000,2,1,0,2312,1,0,ff8081815a473fa9015a4b02dad07784,3.0
4,4.0,0,0,0,450,0,7000,70000,0,2,3,977,3,1,ff8081815a473fa9015a4b07faba7cdd,3.0
3,6.0,0,1,12,1050,1,19000,190000,1,2,0,317,0,0,ff8081815a473fa9015a4b0ca90e0215,3.0
1,5.0,0,0,0,1100,0,15000,700000,1,2,0,620,0,0,ff8081815a473fa9015a4b14c4f4067c,3.0
0,3.0,0,0,0,1000,0,14000,50000,1,2,0,86,0,0,ff8081815a473fa9015a4b1779ae080f,3.0
1,3.0,0,0,8,1200,0,21000,150000,1,2,3,76,0,0,ff8081815a473fa9015a4b3566f51bde,3.0
0,2.0,0,0,1,2000,0,25000,300000,3,2,0,1605,0,2,ff8081815a474222015a4746c9380477,3.0
3,4.0,0,0,18,1000,0,18000,250000,1,2,3,325,3,1,ff8081815a474222015a47479d1c05a2,3.0
3,4.0,0,0,5,800,0,15000,75000,1,2,3,229,3,1,ff8081815a474222015a47704afb3602,3.0
0,1.0,0,0,15,1500,0,20000,200000,2,2,3,1272,0,2,ff8081815a474222015a47836da24b4b,3.0
1,4.0,1,1,0,1100,0,23000,100000,1,2,3,1494,1,0,ff8081815a474222015a4795b7795e2e,3.0
2,3.0,0,0,7,700,0,9000,90000,1,2,3,513,3,1,ff8081815a474222015a479cfa746678,3.0
1,2.0,0,0,10,560,0,12000,100000,1,2,3,1527,2,2,ff8081815a474222015a47a22f926aa1,3.0
1,4.0,1,1,1,1450,0,28000,200000,2,2,0,1701,0,0,ff8081815a474222015a47a6a1486e1c,3.0
2,4.0,0,1,8,1425,0,21900,100000,2,2,0,1139,0,0,ff8081815a474222015a47a9e1d67207,3.0
2,3.0,0,0,3,600,0,15000,50000,1,2,0,2214,3,1,ff8081815a474222015a47aacca57313,3.0
1,1.0,0,0,7,670,0,9000,75000,1,1,0,1829,1,2,ff8081815a474222015a47be59ba06d8,3.0
4,4.0,0,0,2,600,0,5000,50000,0,1,0,1256,0,1,ff8081815a474222015a47c114fa0950,3.0
2,3.0,0,0,0,450,0,7500,50000,0,2,3,424,3,1,ff8081815a474222015a47c73935133e,3.0
0,0.0,0,0,6,1020,0,15000,75000,1,2,3,1829,1,2,ff8081815a474222015a481941ad6a27,3.0
1,6.0,0,1,1,800,1,10000,50000,1,2,0,428,1,0,ff8081815a474222015a48bcde6725ec,3.0
7,12.0,0,1,0,1141,1,25000,250000,1,2,0,436,1,0,ff8081815a474222015a49f9dfd652e0,3.0
3,4.0,1,1,1,1275,0,14000,125000,1,2,0,2049,0,0,ff8081815a474222015a4a03028a57c6,3.0
4,4.0,0,1,2,1100,0,13000,100000,1,2,3,1348,0,0,ff8081815a474222015a4a39fa3a7a56,3.0
1,3.0,0,0,1,500,0,7000,40000,0,2,0,1489,0,0,ff8081815a474222015a4a4961be0498,3.0
1,1.0,0,0,15,700,0,20000,200000,1,2,3,1303,3,1,ff8081815a474222015a4a5a9e5a114f,3.0
3,3.0,0,1,5,1200,0,16000,100000,1,0,3,873,0,0,ff8081815a474222015a4a6db8bd2055,3.0
0,2.0,0,0,0,750,0,6500,50000,1,1,3,1104,0,1,ff8081815a474222015a4aa7d47a5f41,3.0
0,1.0,0,0,20,950,0,17000,170000,1,2,3,1467,0,1,ff8081815a474222015a4aab75156327,3.0
1,14.0,1,1,6,1600,1,14000,125000,2,2,3,351,0,0,ff8081815a474222015a4ab530ff6d23,3.0
2,2.0,0,0,8,750,0,12000,100000,0,2,0,1077,3,1,ff8081815a474222015a4abbb5c27456,3.0
1,18.0,1,1,0,1798,1,20000,200000,2,2,0,1458,0,0,ff8081815a474222015a4abefdc27808,3.0
2,2.0,0,0,5,200,0,6000,30000,5,1,1,939,3,1,ff8081815a474222015a4ae52e3a2035,3.0
1,2.0,0,0,4,600,0,8000,30000,0,2,1,1440,3,1,ff8081815a474222015a4b0bc1ef3e54,3.0
0,1.0,0,0,7,1000,0,15000,150000,1,2,3,159,0,1,ff8081815a474222015a4b1456b84503,3.0
1,1.0,0,0,7,1500,0,20000,200000,0,2,3,159,0,1,ff8081815a474222015a4b16af0b4741,3.0
1,12.0,0,1,0,1600,0,20000,100000,1,2,0,653,0,0,ff8081815a4b465e015a4b48a6310240,3.0
1,1.0,0,0,10,700,0,13000,130000,1,1,3,497,3,1,ff8081815a4b465e015a4b48c2f4027b,3.0
1,4.0,0,1,6,1200,0,30000,300000,1,2,3,294,0,0,ff8081815a4b465e015a4b4ad75f04de,3.0
0,2.0,0,0,0,1200,0,14000,140000,1,2,0,2192,0,1,ff8081815a4b465e015a4b4c43fd06fa,3.0
1,1.0,0,0,4,450,0,8500,50000,0,1,3,236,3,1,ff8081815a4b465e015a4b5124f50c5d,3.0
4,4.0,0,1,0,1140,0,13000,130000,1,2,3,653,0,0,ff8081815a4b465e015a4b526bf00d91,3.0
2,3.0,0,0,0,800,0,6500,20000,0,2,0,2288,0,2,ff8081815a4b465e015a4b52bd340ddf,3.0
1,2.0,0,0,1,400,0,6500,50000,0,1,3,1525,3,2,ff8081815a4b465e015a4b5396600eac,3.0
0,2.0,0,0,6,400,0,6500,50000,0,1,1,1682,3,1,ff8081815a4b465e015a4b53c9670ed6,3.0
3,3.0,0,0,0,450,0,4000,20000,5,2,1,1851,0,1,ff8081815a4b465e015a4b5407340f37,3.0
0,3.0,0,0,0,640,0,20000,200000,1,2,3,1513,0,1,ff8081815a4b465e015a4b590d391566,3.0
11,19.0,1,1,2,1500,1,19000,190000,2,2,3,1607,0,0,ff8081815a4b465e015a4b596bf315c1,3.0
0,1.0,0,0,5,1200,0,20000,150000,1,2,0,1682,3,1,ff8081815a4b465e015a4b5b7fa216ef,3.0
1,1.0,0,0,8,1200,0,8500,50000,1,2,3,1985,3,1,ff8081815a4b465e015a4b5c926b18cc,3.0
3,3.0,0,0,0,900,0,15000,150000,1,2,3,1522,3,1,ff8081815a4b465e015a4b5d8e871b09,3.0
4,5.0,0,1,5,1350,0,15000,130000,1,2,0,833,0,0,ff8081815a4b465e015a4b5e0f761e13,3.0
7,13.0,1,1,2,2091,1,33000,250000,2,2,3,826,0,0,ff8081815a4b465e015a4b5e6e451e5c,3.0
0,1.0,0,0,4,150,0,3000,10000,5,1,0,1180,3,1,ff8081815a4b465e015a4b5f99571f70,3.0
1,1.0,0,0,0,650,0,12000,120000,1,2,3,2251,0,1,ff8081815a4b465e015a4b60cb7c207b,3.0
3,3.0,0,0,6,700,0,10000,50000,1,2,0,278,3,1,ff8081815a4b465e015a4b612e7d20fa,3.0
2,3.0,0,0,2,450,0,10000,75000,0,2,0,939,3,1,ff8081815a4b465e015a4b63a00f230a,3.0
1,2.0,0,0,5,800,0,11000,100000,1,1,3,1785,3,1,ff8081815a4b465e015a4b63b1572314,3.0
2,3.0,0,1,6,1200,0,30000,300000,1,2,3,2164,0,0,ff8081815a4b465e015a4b6b86fd2e4e,3.0
2,3.0,0,0,10,800,0,16500,80000,1,2,3,1569,0,1,ff8081815a4b465e015a4b6d26c03047,3.0
3,3.0,0,0,5,400,0,10000,100000,0,2,1,1494,3,1,ff8081815a4b465e015a4b6def5330ed,3.0
3,3.0,0,0,3,200,0,5000,50000,5,2,0,1888,3,1,ff8081815a4b465e015a4b7029fb3291,3.0
0,4.0,1,1,0,545,1,10000,50000,1,1,0,1851,0,0,ff8081815a4b465e015a4b71be693475,3.0
8,8.0,0,1,4,1700,0,35000,200000,2,0,0,1356,0,0,ff8081815a4b465e015a4b74903c36b8,3.0
1,3.0,0,0,20,1250,0,40000,150000,1,0,3,673,0,0,ff8081815a4b465e015a4b775a9c397e,3.0
2,2.0,0,0,5,950,0,9200,50000,1,2,3,859,0,0,ff8081815a4b465e015a4b78481a39ea,3.0
2,3.0,0,0,5,600,0,8000,45000,0,2,0,871,3,1,ff8081815a4b465e015a4b801b663fce,3.0
2,2.0,0,0,15,1800,0,18000,200000,3,2,3,1785,3,1,ff8081815a4b465e015a4b8571ca43ec,3.0
2,2.0,0,0,2,650,0,28000,200000,1,2,3,1814,0,1,ff8081815a4b465e015a4b8588ab4427,3.0
4,4.0,0,0,0,800,0,12000,120000,1,2,0,1563,3,1,ff8081815a4b465e015a4b85bf0d443c,3.0
0,1.0,0,0,7,400,0,7000,25000,0,1,3,763,3,1,ff8081815a4b465e015a4b8621a14462,3.0
0,4.0,0,0,0,1000,0,25000,250000,2,2,0,1563,3,1,ff8081815a4b465e015a4b881827458b,3.0
2,3.0,0,1,5,975,0,16000,200000,1,0,0,963,0,0,ff8081815a4b4a7a015a4b62bfcb0f9a,3.0
2,2.0,0,0,0,1200,0,16000,125000,1,2,0,1017,0,1,ff8081815a4b4a7a015a4b8772de327f,3.0
0,1.0,0,0,0,1200,0,10000,100000,0,2,3,541,0,1,ff8081815a4b8918015a4b8a80a300bd,3.0
0,1.0,0,0,4,600,0,12000,100000,1,1,3,301,3,1,ff8081815a4b8918015a4b8f942b063d,3.0
2,3.0,0,0,6,550,0,5000,50000,0,1,3,1142,0,1,ff8081815a4b8918015a4b8fd8fa06d5,3.0
1,1.0,0,0,5,150,0,3200,30000,5,1,0,2241,3,1,ff8081815a4b92df015a4b945d5d01cd,3.0
1,4.0,0,1,3,1250,0,24500,245000,2,2,0,873,0,0,ff8081815a4b92df015a4b979ce4062e,3.0
2,5.0,1,1,4,1291,0,21000,100000,1,2,3,436,0,0,ff8081815a4b92df015a4b9820c40664,3.0
3,3.0,0,0,1,300,0,3000,30000,5,2,1,193,3,1,ff8081815a4b92df015a4b98a54b074c,3.0
2,4.0,0,0,7,1400,0,24000,248000,2,2,0,821,3,1,ff8081815a4b92df015a4b991875087e,3.0
3,3.0,0,0,0,400,0,7000,70000,0,1,3,1494,3,1,ff8081815a4b92df015a4b9940ad0911,3.0
2,2.0,0,0,5,960,0,14500,75000,1,2,0,231,3,1,ff8081815a4b92df015a4b9a06a809a7,3.0
0,1.0,0,0,1,500,0,9000,50000,1,1,3,1550,3,1,ff8081815a4b92df015a4b9b120f0a3e,3.0
0,1.0,0,0,0,1935,0,38000,200000,2,2,0,1494,0,2,ff8081815a4b92df015a4b9b8dbf0b27,3.0
1,4.0,0,0,7,950,0,16000,100000,1,2,0,821,3,1,ff8081815a4b92df015a4b9c34c40b5a,3.0
1,2.0,0,0,0,950,0,16000,160000,1,2,3,2241,2,1,ff8081815a4b92df015a4b9ef27a0efb,3.0
0,4.0,0,1,0,1200,1,13000,80000,1,2,0,1331,0,0,ff8081815a4b97b3015a4baf5b811383,3.0
5,6.0,0,1,20,2040,0,52000,520000,2,2,3,176,0,0,ff8081815a4b97b3015a4bb4b3631b44,3.0
1,3.0,0,0,10,1150,0,17000,170000,2,2,3,1803,0,1,ff8081815a4b9bdf015a4ba127cd0328,3.0
0,2.0,0,0,5,900,0,12500,85000,1,1,0,410,3,1,ff8081815a4ba0f3015a4ba2d6c60171,3.0
5,5.0,0,0,0,400,0,8500,50000,0,2,3,1494,3,1,ff8081815a4ba0f3015a4ba31bd201a8,3.0
3,3.0,0,0,0,1500,1,9000,50000,2,2,0,1494,0,0,ff8081815a4ba0f3015a4ba5ca5e0494,3.0
0,2.0,0,0,7,600,0,8000,40000,1,2,0,648,3,1,ff8081815a4ba0f3015a4ba6b444056d,3.0
1,7.0,0,1,1,1050,0,22000,150000,1,0,0,668,0,0,ff8081815a4ba0f3015a4ba799390611,3.0
0,1.0,0,0,0,500,0,9000,50000,0,2,0,86,0,0,ff8081815a4ba0f3015a4ba9121007b9,3.0
1,5.0,0,1,5,1460,0,17500,150000,1,2,3,877,0,0,ff8081815a4ba0f3015a4baadb6c090d,3.0
2,2.0,0,0,5,900,0,20000,200000,1,2,3,444,1,1,ff8081815a4ba0f3015a4bab509a09eb,3.0
0,1.0,0,0,1,1000,0,16500,100000,1,1,3,589,0,1,ff8081815a4ba0f3015a4bad20b20c06,3.0
4,4.0,0,1,0,1250,0,16000,160000,2,2,3,1233,0,0,ff8081815a4baf75015a4bb0e6740121,3.0
12,12.0,1,1,0,935,1,15000,70000,1,2,0,1081,0,0,ff8081815a4baf75015a4bb28ead04a9,3.0
1,2.0,0,0,10,800,0,10000,100000,1,2,3,2247,3,1,ff8081815a4baf75015a4bb3f99d06d2,3.0
2,3.0,0,0,5,650,0,6500,65000,0,2,0,2312,3,1,ff8081815a4bb219015a4bb647fc01b7,3.0
1,5.0,1,1,5,1400,1,23000,200000,2,2,3,1148,0,0,ff8081815a4bb5e5015a4bb8b70504bd,3.0
3,7.0,0,1,3,1600,0,13000,130000,2,2,0,351,0,0,ff8081815a4bb5e5015a4bb92d280505,3.0
1,2.0,0,0,3,500,0,6500,60000,0,2,3,891,3,1,ff8081815a4bb5e5015a4bbd12ba0ae1,3.0
0,4.0,0,1,2,1550,0,17750,160000,2,2,0,1778,0,0,ff8081815a4bb5e5015a4bc0e5c40f08,3.0
2,7.0,0,0,1,1145,0,18000,180000,2,2,0,1202,0,0,ff8081815a4bb5e5015a4bc127be0f52,3.0
2,2.0,0,0,1,800,0,12000,120000,1,1,3,1785,3,1,ff8081815a4bb5e5015a4bc13fd50f64,3.0
0,2.0,0,0,2,600,0,8000,50000,1,1,0,1113,0,1,ff8081815a4bb5e5015a4bc25f02108e,3.0
1,3.0,0,0,6,1000,0,15000,150000,1,2,3,1695,3,1,ff8081815a4bb5e5015a4bc3a37311d0,3.0
1,2.0,0,0,10,400,0,7000,50000,0,2,3,891,0,1,ff8081815a4bb5e5015a4bc442a91282,3.0
0,2.0,0,0,13,800,0,12000,120000,1,2,3,279,3,1,ff8081815a4bb5e5015a4bc6486915e7,3.0
2,4.0,1,1,3,1250,1,24500,150000,2,2,3,624,0,0,ff8081815a4bb5e5015a4bc6fba11652,3.0
1,5.0,0,1,2,1475,0,15000,100000,2,2,3,2007,0,0,ff8081815a4bb5e5015a4bca668a1aa1,3.0
3,3.0,0,0,1,350,0,5000,30000,5,2,1,1331,3,1,ff8081815a4bb5e5015a4bcb16a11b90,3.0
2,2.0,0,0,4,1000,0,7500,50000,1,2,0,428,0,1,ff8081815a4bb5e5015a4bcc0f971cca,3.0
8,18.0,1,1,3,664,1,12000,120000,0,1,0,439,0,0,ff8081815a4bb5e5015a4bcc1a761cd3,3.0
2,18.0,0,1,0,650,0,10000,120000,1,1,0,603,3,0,ff8081815a4bb883015a4bbe773204ee,3.0
0,1.0,0,0,5,1600,0,19000,150000,2,2,3,730,0,2,ff8081815a4bb883015a4bcb3bf210d4,3.0
2,3.0,0,0,3,800,0,12000,120000,1,2,0,1348,3,1,ff8081815a4bcd42015a4bd1774f0458,3.0
11,14.0,1,1,0,1290,1,20000,200000,1,2,3,1133,0,0,ff8081815a4bcd42015a4bd1fa7b04e3,3.0
1,10.0,1,1,1,1840,1,42000,420000,2,2,3,360,0,0,ff8081815a4bcd42015a4bd25a4005bd,3.0
4,4.0,0,0,0,400,0,9000,30000,0,1,0,1563,3,1,ff8081815a4bcd42015a4bd271b805f4,3.0
4,4.0,0,0,0,200,0,6000,15000,5,1,0,1563,3,1,ff8081815a4bcd42015a4bd6c4b5093f,3.0
1,4.0,0,0,0,700,0,13000,40000,1,1,0,1563,3,1,ff8081815a4bcd42015a4bd822c00a89,3.0
1,2.0,0,0,6,1100,0,16000,160000,2,1,3,2159,0,1,ff8081815a4bcd42015a4bd8b0fe0adb,3.0
3,3.0,0,0,0,200,0,4500,20000,5,2,0,2104,3,1,ff8081815a4bcd42015a4bd8b8150afe,3.0
3,4.0,0,0,0,4000,0,75000,750000,4,2,3,1233,0,1,ff8081815a4bcd42015a4bd902f10b58,3.0
1,3.0,0,0,10,700,0,11000,50000,1,2,0,1695,3,1,ff8081815a4bcd42015a4bd9ad4e0bd7,3.0
1,2.0,0,0,0,1100,0,16000,100000,1,2,3,979,0,0,ff8081815a4bcd42015a4bdd9d320f25,3.0
0,2.0,0,0,2,800,0,8000,80000,0,2,3,2227,3,1,ff8081815a4bcd42015a4be30ba913d3,3.0
2,2.0,0,0,0,400,0,5500,55000,0,2,0,833,3,1,ff8081815a4bcd42015a4be711ef18ff,3.0
3,3.0,0,0,4,1080,0,16000,160000,1,2,3,345,1,0,ff8081815a4bcd42015a4be8ed971d8f,3.0
1,2.0,0,0,15,900,0,15000,150000,1,2,3,1695,0,1,ff8081815a4bcd42015a4be8ef2b1d93,3.0
2,2.0,0,0,0,700,0,10000,100000,1,1,3,1233,3,1,ff8081815a4bcd42015a4bf0296b284a,3.0
0,2.0,0,0,2,500,0,6000,50000,0,2,3,891,3,1,ff8081815a4bcd42015a4bf032422871,3.0
6,9.0,0,1,0,1200,0,12000,50000,2,2,0,360,0,0,ff8081815a4bcd42015a4bf0f3df2944,3.0
2,2.0,0,0,7,400,0,6000,50000,0,1,3,1233,3,1,ff8081815a4bcd42015a4bf473e92d14,3.0
2,2.0,0,0,0,800,0,9000,90000,1,2,3,1829,3,1,ff8081815a4bcd42015a4bf5d90c2e53,3.0
5,18.0,0,1,1,840,0,15000,150000,1,2,3,603,0,0,ff8081815a4bcecd015a4bd1ef860320,3.0
1,4.0,0,1,0,2000,0,11000,50000,2,0,0,1144,0,0,ff8081815a4bcecd015a4bf6cab31f90,3.0
2,2.0,0,0,2,1500,0,6200,25000,2,2,0,789,0,1,ff8081815a4bd19b015a4bd871850457,3.0
0,4.0,1,1,2,1249,1,20000,180000,1,2,3,2288,0,0,ff8081815a4bd19b015a4bf39e7f1a4f,3.0
